ID,Education,Marital_Status,Income,Dt_Customer,Wine,Fruit,Meat,Fish,Sweet,Gold,Discount_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Campaign3,Campaign4,Campaign5,Campaign1,Campaign2,Complain,Latest_Campaign,Day_Join,Month_Join,Year_Join,Income Category,Generation,Family_Size,T_AmountSpent,T_Purchase,T_AcceptedCampaign
3174,Undergraduate,Married,87771.0,2013-05-22,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,22,5,2013,High,Baby Boomer,3,1957,19,5
7685,Undergraduate,Married,33039.0,2013-09-09,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,9,9,2013,Low,Gen X,3,78,6,0
3179,Undergraduate,Unmarried,81741.0,2013-06-16,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,16,6,2013,High,Gen X,1,1572,19,0
9780,Postgraduate,Married,71499.0,2013-06-25,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,25,6,2013,Middle,Gen X,3,795,24,0
10681,Postgraduate,Married,62466.0,2014-01-15,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,15,1,2014,Middle,Gen X,3,889,21,0
10232,Postgraduate,Unmarried,48799.0,2013-11-05,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,5,11,2013,Middle,Baby Boomer,2,331,12,0
4184,Postgraduate,Married,52157.0,2014-06-07,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,7,6,2014,Middle,Baby Boomer,3,265,10,0
9120,Undergraduate,Unmarried,66565.0,2012-12-05,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,5,12,2012,Middle,Baby Boomer,2,1065,15,0
891,Postgraduate,Married,29298.0,2013-09-07,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,7,9,2013,Low,Baby Boomer,4,11,3,0
10381,Undergraduate,Unmarried,47691.0,2013-07-05,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,5,7,2013,Middle,Gen X,2,21,3,0
3525,Undergraduate,Married,38200.0,2012-12-07,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,7,12,2012,Low,Gen X,4,17,3,0
6818,Undergraduate,Married,44989.0,2012-09-12,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,12,9,2012,Middle,Gen X,3,369,11,0
3526,Postgraduate,Married,38443.0,2014-01-27,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,27,1,2014,Low,Gen X,4,38,4,0
8181,Postgraduate,Unmarried,38593.0,2013-09-13,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,13,9,2013,Low,Gen X,2,177,8,0
1029,Postgraduate,Married,64413.0,2013-08-01,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,8,2013,Middle,Gen X,3,279,11,0
7369,Postgraduate,Married,36959.0,2013-10-02,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,2,10,2013,Low,Millennial,3,62,5,0
2574,Postgraduate,Married,61996.0,2013-01-31,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,31,1,2013,Middle,Gen X,3,1230,18,4
8159,Undergraduate,Married,51287.0,2014-04-01,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,1,4,2014,Middle,Gen X,4,182,8,0
1160,Undergraduate,Married,13260.0,2013-08-23,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,23,8,2013,Low,Gen X,4,49,6,0
10242,Postgraduate,Married,47472.0,2013-09-16,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,16,9,2013,Middle,Gen X,4,75,6,0
5253,Postgraduate,Married,54603.0,2013-07-09,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,9,7,2013,Middle,Baby Boomer,4,227,10,0
5966,Postgraduate,Married,45207.0,2012-11-10,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,10,11,2012,Middle,Gen X,4,215,10,1
5314,Undergraduate,Married,40689.0,2013-03-18,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,18,3,2013,Middle,Baby Boomer,3,444,13,0
5081,Postgraduate,Married,47821.0,2013-10-20,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,20,10,2013,Middle,Gen X,4,47,4,0
5123,Postgraduate,Married,27450.0,2013-04-15,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,15,4,2013,Low,Baby Boomer,2,143,6,0
5756,Undergraduate,Married,39453.0,2014-04-03,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,3,4,2014,Low,Millennial,3,55,5,0
8036,Postgraduate,Married,26850.0,2014-04-18,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,18,4,2014,Low,Gen X,4,63,7,0
9058,Undergraduate,Unmarried,79800.0,2012-09-23,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,23,9,2012,Middle,Baby Boomer,1,1867,21,4
5057,Postgraduate,Married,61794.0,2013-09-14,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,14,9,2013,Middle,Baby Boomer,3,611,18,0
254,Undergraduate,Married,53863.0,2014-05-17,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,17,5,2014,Middle,Baby Boomer,3,473,15,1
4179,Undergraduate,Married,24221.0,2013-08-20,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,20,8,2013,Low,Baby Boomer,2,55,5,0
3710,Postgraduate,Unmarried,39684.0,2012-10-12,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,12,10,2012,Low,Millennial,2,81,5,1
7627,Postgraduate,Married,92163.0,2012-12-12,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,12,12,2012,High,Gen X,2,2086,21,3
4501,Postgraduate,Unmarried,69882.0,2013-11-10,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,10,11,2013,Middle,Gen X,1,1478,19,0
6424,Undergraduate,Married,33178.0,2014-01-30,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,30,1,2014,Low,Gen X,3,49,4,0
3075,Postgraduate,Married,59973.0,2013-09-11,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,11,9,2013,Middle,Gen X,2,382,14,0
4992,Postgraduate,Married,17459.0,2013-09-19,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,19,9,2013,Low,Gen X,3,69,6,1
5252,Undergraduate,Unmarried,23910.0,2012-10-26,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,26,10,2012,Low,Gen X,2,67,5,0
7444,Postgraduate,Married,42169.0,2013-10-19,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,19,10,2013,Middle,Gen X,4,30,4,0
6919,Postgraduate,Married,26224.0,2013-06-04,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,4,6,2013,Low,Gen X,3,63,6,0
3537,Undergraduate,Married,31089.0,2012-08-17,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,17,8,2012,Low,Millennial,3,79,7,0
10277,Undergraduate,Unmarried,30081.0,2013-02-21,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,21,2,2013,Low,Baby Boomer,2,42,4,0
2453,Undergraduate,Married,62807.0,2012-08-31,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,31,8,2012,Middle,Baby Boomer,3,819,20,0
7972,Undergraduate,Unmarried,72906.0,2013-09-17,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,17,9,2013,Middle,Baby Boomer,1,1151,16,0
895,Postgraduate,Married,61467.0,2012-12-09,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,9,12,2012,Middle,Baby Boomer,4,594,17,0
1177,Postgraduate,Married,49618.0,2013-01-26,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,26,1,2013,Middle,Gen X,4,129,7,0
7141,Postgraduate,Unmarried,21888.0,2012-12-29,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,29,12,2012,Low,Millennial,2,213,8,1
7232,Undergraduate,Unmarried,42429.0,2014-02-11,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,11,2,2014,Middle,Gen X,2,67,5,0
8477,Undergraduate,Unmarried,26150.0,2013-03-11,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,11,3,2013,Low,Baby Boomer,4,28,4,0
2457,Basic,Married,30801.0,2012-10-26,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,26,10,2012,Low,Gen X,3,45,4,0
988,Undergraduate,Married,81168.0,2014-05-07,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,7,5,2014,High,Gen X,2,1193,17,1
7930,Postgraduate,Unmarried,26877.0,2013-08-19,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,19,8,2013,Low,Gen X,1,268,10,0
4587,Postgraduate,Unmarried,45006.0,2013-07-18,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,18,7,2013,Middle,Pre Baby Boomer,1,266,11,0
6682,Basic,Married,18978.0,2012-12-11,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,11,12,2012,Low,Gen X,3,37,4,0
6222,Undergraduate,Married,22574.0,2013-10-28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,28,10,2013,Low,Gen X,5,37,5,0
10299,Postgraduate,Unmarried,48240.0,2012-11-09,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,9,11,2012,Middle,Gen X,1,882,22,1
3083,Undergraduate,Married,45837.0,2013-07-26,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,26,7,2013,Middle,Gen X,4,373,13,0
8953,Postgraduate,Unmarried,35791.0,2013-05-06,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,6,5,2013,Low,Gen X,4,35,4,0
8650,Undergraduate,Unmarried,54162.0,2013-03-18,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,18,3,2013,Middle,Gen X,3,42,4,0
10862,Postgraduate,Married,30522.0,2012-08-17,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,17,8,2012,Low,Baby Boomer,3,326,12,0
2782,Postgraduate,Married,54456.0,2013-07-11,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,11,7,2013,Middle,Baby Boomer,3,404,14,0
6941,Undergraduate,Unmarried,31632.0,2013-07-14,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,14,7,2013,Low,Gen X,1,95,5,0
10972,Undergraduate,Unmarried,72298.0,2014-03-10,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,10,3,2014,Middle,Baby Boomer,1,939,13,2
10708,Postgraduate,Unmarried,36975.0,2013-12-28,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,28,12,2013,Low,Gen X,2,33,4,0
6583,Postgraduate,Married,72635.0,2013-06-03,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,3,6,2013,Middle,Baby Boomer,2,981,20,1
3641,Undergraduate,Married,13624.0,2013-01-20,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,20,1,2013,Low,Gen X,3,36,5,0
10156,Undergraduate,Unmarried,84196.0,2013-06-03,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,3,6,2013,High,Gen X,2,1237,19,0
4299,Undergraduate,Married,70971.0,2012-09-21,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,21,9,2012,Middle,Baby Boomer,3,1825,27,1
3469,Postgraduate,Unmarried,34487.0,2012-09-06,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,6,9,2012,Low,Gen X,3,103,6,0
5063,Undergraduate,Unmarried,28769.0,2012-12-18,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,18,12,2012,Low,Gen X,2,191,9,0
10727,Postgraduate,Married,69084.0,2013-11-19,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,19,11,2013,Middle,Gen X,3,1586,23,0
9624,Postgraduate,Married,65488.0,2014-06-13,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,13,6,2014,Middle,Baby Boomer,2,963,13,0
5156,Postgraduate,Married,62466.0,2014-01-15,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,15,1,2014,Middle,Gen X,3,889,21,0
4376,Postgraduate,Unmarried,32218.0,2014-02-15,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,15,2,2014,Low,Baby Boomer,1,93,6,2
8923,Undergraduate,Unmarried,83917.0,2013-04-18,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,18,4,2013,High,Gen X,1,1587,20,1
8461,Undergraduate,Unmarried,46102.0,2014-03-10,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,10,3,2014,Middle,Baby Boomer,4,16,3,0
6945,Undergraduate,Unmarried,84574.0,2013-06-04,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,4,6,2013,High,Baby Boomer,1,1375,31,0
944,Undergraduate,Married,56181.0,2013-01-08,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,8,1,2013,Middle,Baby Boomer,3,393,13,0
1907,Postgraduate,Unmarried,63120.0,2012-09-28,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,28,9,2012,Middle,Baby Boomer,2,1477,21,1
701,Undergraduate,Married,73691.0,2013-11-06,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,6,11,2013,Middle,Gen X,3,1179,16,1
3856,Undergraduate,Married,63381.0,2012-10-05,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,5,10,2012,Middle,Baby Boomer,3,1005,22,0
4149,Postgraduate,Married,76140.0,2014-05-13,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,13,5,2014,Middle,Baby Boomer,2,1348,20,0
2131,Postgraduate,Unmarried,62859.0,2012-12-30,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,30,12,2012,Middle,Baby Boomer,2,1307,19,0
2942,Undergraduate,Unmarried,45906.0,2013-05-07,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,7,5,2013,Middle,Baby Boomer,2,486,13,1
1173,Postgraduate,Married,77632.0,2013-03-10,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,10,3,2013,Middle,Baby Boomer,2,2252,12,3
4381,Postgraduate,Married,46463.0,2013-08-18,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,18,8,2013,Middle,Gen X,4,235,10,0
4611,Undergraduate,Married,105471.0,2013-01-21,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,21,1,2013,High,Gen X,2,1724,30,3
3376,Postgraduate,Unmarried,55282.0,2013-12-13,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,13,12,2013,Middle,Gen X,2,235,10,0
4679,Postgraduate,Married,78710.0,2014-05-23,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,23,5,2014,Middle,Gen X,3,1092,25,0
10928,Undergraduate,Married,66886.0,2013-09-16,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,16,9,2013,Middle,Baby Boomer,3,599,15,0
4248,Postgraduate,Unmarried,98777.0,2014-02-17,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,17,2,2014,High,Baby Boomer,1,2008,19,1
6728,Undergraduate,Married,29103.0,2012-08-27,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,27,8,2012,Low,Millennial,3,48,4,0
6661,Undergraduate,Married,67445.0,2012-08-12,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,12,8,2012,Middle,Gen X,3,1174,27,0
4725,Postgraduate,Married,50616.0,2014-04-13,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,13,4,2014,Middle,Baby Boomer,3,67,6,0
3277,Undergraduate,Unmarried,49431.0,2012-08-03,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,3,8,2012,Middle,Baby Boomer,2,365,13,0
2564,Undergraduate,Married,61278.0,2014-01-04,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,4,1,2014,Middle,Baby Boomer,3,165,8,0
946,Postgraduate,Married,26490.0,2012-09-22,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,22,9,2012,Low,Baby Boomer,2,210,9,0
3867,Postgraduate,Married,73059.0,2013-08-31,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,31,8,2013,Middle,Baby Boomer,3,1095,25,0
6940,Postgraduate,Unmarried,46734.0,2013-10-21,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,21,10,2013,Middle,Gen X,4,223,8,1
55,Undergraduate,Married,56253.0,2012-12-07,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,7,12,2012,Middle,Baby Boomer,3,597,18,0
7093,Undergraduate,Married,19986.0,2013-11-14,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,14,11,2013,Low,Millennial,3,22,3,0
5084,Undergraduate,Unmarried,58330.0,2013-12-25,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,25,12,2013,Middle,Gen X,2,1064,23,0
1777,Basic,Married,25965.0,2012-09-07,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,7,9,2012,Low,Gen X,2,74,5,0
8162,Postgraduate,Married,14661.0,2013-01-01,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,1,1,2013,Low,Baby Boomer,2,26,4,0
10826,Undergraduate,Married,18690.0,2012-12-28,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,28,12,2012,Low,Baby Boomer,2,60,4,0
8754,Postgraduate,Married,45068.0,2013-05-16,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,16,5,2013,Middle,Gen X,3,20,3,0
1987,Basic,Unmarried,21063.0,2013-09-25,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,25,9,2013,Low,Millennial,2,59,5,0
11007,Postgraduate,Married,29187.0,2013-05-09,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,9,5,2013,Low,Gen X,3,34,4,0
7426,Postgraduate,Married,54690.0,2013-11-07,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,7,11,2013,Middle,Gen X,4,198,9,0
9153,Postgraduate,Married,59304.0,2013-07-29,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,29,7,2013,Middle,Baby Boomer,3,1048,25,0
10379,Postgraduate,Unmarried,59247.0,2013-11-08,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,8,11,2013,Middle,Baby Boomer,3,574,16,0
9204,Undergraduate,Unmarried,66731.0,2012-09-12,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,12,9,2012,Middle,Gen X,2,1029,13,0
3197,Undergraduate,Married,77353.0,2013-12-16,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,16,12,2013,Middle,Gen X,3,670,18,0
2920,Postgraduate,Unmarried,52614.0,2012-12-01,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,12,2012,Middle,Gen X,2,990,14,0
6961,Undergraduate,Married,26751.0,2014-05-22,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,22,5,2014,Low,Gen X,4,11,3,0
4673,Postgraduate,Married,81300.0,2012-10-30,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,30,10,2012,High,Baby Boomer,3,1241,18,2
9937,Undergraduate,Unmarried,70337.0,2014-01-02,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,2,1,2014,Middle,Gen X,1,576,16,0
8779,Postgraduate,Married,36145.0,2013-06-16,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,16,6,2013,Low,Millennial,3,172,8,2
9596,Postgraduate,Unmarried,65295.0,2013-12-23,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,23,12,2013,Middle,Gen X,1,664,19,0
2891,Undergraduate,Unmarried,68118.0,2013-10-18,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,18,10,2013,Middle,Baby Boomer,2,928,21,0
4910,Undergraduate,Unmarried,68743.0,2012-08-30,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,30,8,2012,Middle,Gen X,1,2074,29,0
75,Postgraduate,Married,41039.0,2013-07-25,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,25,7,2013,Middle,Millennial,2,467,14,0
10120,Undergraduate,Married,38946.0,2013-10-24,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,24,10,2013,Low,Baby Boomer,3,257,10,0
6327,Undergraduate,Married,65777.0,2013-12-19,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,19,12,2013,Middle,Gen X,2,1146,16,0
10142,Postgraduate,Unmarried,66476.0,2013-03-07,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,7,3,2013,Middle,Gen X,2,689,18,0
9826,Postgraduate,Unmarried,86857.0,2012-09-12,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,12,9,2012,High,Gen X,1,2114,21,1
10767,Postgraduate,Married,77845.0,2014-05-16,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,16,5,2014,Middle,Millennial,2,1346,20,2
7279,Postgraduate,Married,69476.0,2013-09-30,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,30,9,2013,Middle,Gen X,2,1044,14,0
7230,Postgraduate,Unmarried,50611.0,2012-10-04,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,4,10,2012,Middle,Baby Boomer,2,493,16,2
143,Undergraduate,Unmarried,61209.0,2013-08-25,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,25,8,2013,Middle,Gen X,1,957,12,0
450,Postgraduate,Married,42315.0,2013-07-12,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,12,7,2013,Middle,Baby Boomer,3,270,9,0
9316,Basic,Married,13084.0,2013-11-02,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,2,11,2013,Low,Baby Boomer,2,29,4,0
6379,Postgraduate,Unmarried,47570.0,2013-05-29,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,29,5,2013,Middle,Baby Boomer,3,121,6,1
9239,Postgraduate,Married,61923.0,2013-07-26,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,26,7,2013,Middle,Baby Boomer,4,126,7,0
8315,Undergraduate,Unmarried,34824.0,2014-03-26,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,26,3,2014,Low,Millennial,1,23,3,0
2868,Postgraduate,Unmarried,26518.0,2013-04-08,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,8,4,2013,Low,Baby Boomer,3,57,5,1
10888,Undergraduate,Unmarried,45938.0,2013-11-03,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,3,11,2013,Middle,Baby Boomer,1,636,18,0
1277,Undergraduate,Married,78468.0,2014-04-09,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,9,4,2014,Middle,Baby Boomer,2,1004,27,1
9977,Undergraduate,Unmarried,78901.0,2013-09-17,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,17,9,2013,Middle,Gen X,2,734,17,0
10196,Undergraduate,Married,71427.0,2014-03-12,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,12,3,2014,Middle,Gen X,4,614,18,0
6384,Undergraduate,Unmarried,71022.0,2014-02-11,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,11,2,2014,Middle,Gen X,2,1453,18,1
8029,Postgraduate,Unmarried,90247.0,2014-04-29,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,29,4,2014,High,Millennial,1,1621,14,4
968,Postgraduate,Unmarried,41335.0,2013-12-26,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,26,12,2013,Middle,Gen X,2,187,9,0
6988,Undergraduate,Married,71952.0,2013-01-10,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,10,1,2013,Middle,Millennial,3,1443,20,2
4472,Postgraduate,Unmarried,35682.0,2014-06-27,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,27,6,2014,Low,Gen X,2,57,5,0
6991,Undergraduate,Unmarried,43185.0,2013-04-10,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,10,4,2013,Middle,Baby Boomer,2,637,18,0
3336,Postgraduate,Married,66375.0,2013-11-21,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,21,11,2013,Middle,Baby Boomer,3,948,11,1
4301,Postgraduate,Married,35178.0,2013-01-10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,10,1,2013,Low,Gen X,3,59,4,2
1940,Undergraduate,Married,25252.0,2013-07-12,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,12,7,2013,Low,Millennial,3,18,3,0
1272,Postgraduate,Unmarried,55250.0,2012-10-21,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,21,10,2012,Middle,Gen X,2,903,22,0
1388,Undergraduate,Unmarried,33249.0,2013-02-20,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,20,2,2013,Low,Gen X,2,112,6,0
1044,Undergraduate,Married,58398.0,2013-05-14,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,14,5,2013,Middle,Baby Boomer,2,596,17,0
6969,Undergraduate,Married,50272.0,2013-08-07,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,7,8,2013,Middle,Millennial,3,233,10,0
10479,Postgraduate,Married,76618.0,2012-12-07,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,7,12,2012,Middle,Gen X,2,1511,10,0
3619,Postgraduate,Unmarried,87305.0,2012-09-23,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,23,9,2012,High,Baby Boomer,1,1152,16,2
1715,Undergraduate,Married,25851.0,2013-02-11,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,11,2,2013,Low,Gen X,3,48,5,0
10159,Undergraduate,Unmarried,58710.0,2013-03-31,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,31,3,2013,Middle,Gen X,2,1185,25,0
1463,Undergraduate,Unmarried,45160.0,2014-03-29,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,29,3,2014,Middle,Baby Boomer,3,21,3,0
